set_piece_type,delivery_type,delivery_zone,defensive_scheme,num_defenders_box,num_attackers_box,aerial_threat,second_ball_runners,near_post_decoy,gk_screen,blocker_action,taker_foot_matches,runner_from_deep,overload_far_post,second_wave_runner,quick_delivery,dummy_run,xg,second_ball_won
kick_off,inswinger,penalty_spot,Man-to-Man,11,2,1,2,1,0,1,0,0,1,0,0,0,0.106,1
goal_kick,inswinger,wide_channel,Deep Zonal,5,1,1,1,1,0,0,1,0,0,1,0,0,0.0782,1
play_restart,long,far_post,Deep Zonal,4,2,4,0,1,1,0,1,0,0,0,0,0,0.1038,1
kick_off,lofted,wide_channel,Man-to-Man,9,5,9,4,1,0,0,0,0,0,0,0,0,0.0765,1
free_kick_central,lofted,wide_channel,Man-to-Man,8,5,7,4,1,1,1,1,0,0,0,1,0,0.1688,1
free_kick_wide,driven,edge_box,Man-to-Man,6,5,6,4,1,0,0,1,0,0,1,1,0,0.1199,0
kick_off,outswinger,penalty_spot,Deep Zonal,8,7,6,0,0,1,0,1,0,1,0,0,1,0.1242,0
play_restart,inswinger,six_yard,Hybrid,11,7,6,2,0,0,0,0,0,0,0,0,1,0.0941,0
play_restart,inswinger,penalty_spot,High Zonal,4,3,9,1,0,1,1,0,0,0,0,0,0,0.193,0
goal_kick,short,central,Deep Zonal,10,2,4,2,0,0,1,0,0,0,0,0,0,0.0686,1
corner,straight,wide_channel,Deep Zonal,7,3,3,0,0,0,0,0,0,0,0,0,0,0.0586,0
play_restart,inswinger,far_post,Deep Zonal,10,7,3,2,1,0,1,0,1,0,0,1,0,0.0883,1
play_restart,straight,wide_channel,Deep Zonal,11,7,6,2,0,0,0,0,1,0,0,0,0,0.0417,1
throw_in,short,far_post,Hybrid,4,2,3,1,1,0,1,1,0,1,1,0,1,0.1615,0
goal_kick,long,central,High Zonal,4,2,10,2,0,1,0,0,0,0,1,0,0,0.141,1
penalty,straight,edge_box,Man-to-Man,3,6,7,2,0,0,0,0,0,1,0,0,0,0.7605,1
play_restart,outswinger,penalty_spot,Deep Zonal,4,7,4,3,0,0,0,1,1,0,0,0,0,0.1146,1
corner,long,far_post,High Zonal,6,7,3,1,0,0,0,0,1,0,0,0,0,0.1225,1
kick_off,long,six_yard,High Zonal,5,7,5,0,0,0,0,1,0,0,0,0,0,0.1245,1
corner,outswinger,far_post,Deep Zonal,10,2,9,1,0,0,0,0,1,0,0,1,0,0.0715,1
free_kick_wide,inswinger,near_post,Deep Zonal,9,6,10,0,1,0,1,1,0,0,1,0,0,0.1618,0
corner,lofted,edge_box,Deep Zonal,6,5,6,3,0,1,0,0,1,0,1,0,0,0.0879,1
free_kick_central,long,near_post,Man-to-Man,8,3,2,1,1,0,0,0,1,1,0,1,0,0.1831,0
corner,outswinger,far_post,Deep Zonal,5,1,1,1,0,0,1,0,0,1,0,0,1,0.0784,0
play_restart,short,central,Hybrid,7,5,6,0,0,0,0,1,0,0,0,0,1,0.1191,1
penalty,short,central,Deep Zonal,5,3,7,2,1,0,0,1,1,0,1,0,0,0.7604,1
kick_off,inswinger,wide_channel,Hybrid,10,3,4,0,1,1,0,1,0,1,1,1,0,0.0679,1
corner,inswinger,near_post,Hybrid,5,1,9,2,0,0,0,0,0,1,1,1,1,0.1422,1
corner,lofted,edge_box,Man-to-Man,11,1,1,1,0,0,0,1,0,0,0,0,0,0.0913,0
goal_kick,short,penalty_spot,High Zonal,11,2,4,3,0,0,1,1,0,0,1,1,1,0.1211,1
throw_in,inswinger,central,Hybrid,4,1,8,4,0,0,0,1,0,0,0,0,0,0.078,1
penalty,driven,wide_channel,Hybrid,8,7,3,2,1,1,0,0,0,0,1,0,1,0.7567,1
goal_kick,straight,central,Man-to-Man,10,1,2,4,1,0,0,0,0,1,0,0,0,0.1057,1
goal_kick,short,far_post,Deep Zonal,10,3,8,0,0,1,1,0,0,0,0,0,0,0.0811,0
throw_in,outswinger,edge_box,Man-to-Man,6,7,9,1,0,0,1,1,1,0,0,0,1,0.1547,1
play_restart,inswinger,edge_box,Man-to-Man,7,1,2,4,0,1,0,0,0,0,0,0,0,0.0996,1
throw_in,inswinger,central,Hybrid,4,5,5,1,1,0,1,0,0,0,0,1,1,0.1594,0
throw_in,lofted,six_yard,Man-to-Man,5,2,10,4,1,1,0,0,1,1,1,0,1,0.2484,1
free_kick_wide,short,wide_channel,Hybrid,5,3,2,4,0,0,0,1,1,1,0,0,1,0.0725,1
corner,driven,far_post,Hybrid,5,4,2,3,0,1,0,1,1,1,0,0,0,0.146,1
corner,inswinger,edge_box,Hybrid,6,5,3,3,1,0,1,0,0,0,0,1,0,0.1061,1
goal_kick,long,central,Deep Zonal,9,6,5,1,0,0,0,1,0,1,0,0,0,0.1137,0
throw_in,straight,central,Hybrid,11,5,9,4,1,0,0,1,0,1,0,1,1,0.1407,1
free_kick_wide,long,far_post,Hybrid,8,1,5,4,1,1,0,1,1,1,0,0,0,0.0984,1
throw_in,straight,central,Deep Zonal,7,2,4,4,1,0,0,0,1,0,1,0,0,0.0546,1
corner,short,edge_box,High Zonal,9,5,9,1,0,1,1,1,1,0,0,0,0,0.1002,1
corner,inswinger,near_post,Hybrid,8,3,3,0,0,0,0,1,0,1,0,0,0,0.0636,0
play_restart,inswinger,near_post,Man-to-Man,7,1,4,4,0,0,1,1,1,0,1,0,0,0.1218,1
free_kick_wide,driven,far_post,Deep Zonal,3,4,3,0,1,1,0,1,1,0,0,0,0,0.1416,1
corner,inswinger,near_post,Man-to-Man,7,3,2,3,0,0,0,1,1,0,0,1,0,0.1249,1
free_kick_central,inswinger,penalty_spot,High Zonal,3,6,6,1,0,0,0,1,1,0,0,1,0,0.2352,1
free_kick_wide,lofted,far_post,Hybrid,8,7,10,3,1,0,1,1,1,1,0,0,0,0.1455,1
throw_in,outswinger,near_post,High Zonal,11,1,3,2,0,1,0,1,0,1,0,0,0,0.0678,0
play_restart,short,central,Deep Zonal,10,6,1,0,1,1,0,0,0,1,0,1,1,0.1503,1
throw_in,driven,near_post,Man-to-Man,10,7,10,4,0,0,0,0,0,1,0,1,0,0.1479,1
throw_in,long,penalty_spot,Man-to-Man,7,5,2,4,0,0,0,1,0,0,1,1,0,0.1274,1
free_kick_wide,inswinger,central,High Zonal,7,5,1,1,0,0,0,1,1,1,0,0,0,0.1589,1
penalty,short,edge_box,Man-to-Man,7,4,8,0,0,0,0,1,0,0,0,0,0,0.7237,1
free_kick_wide,short,penalty_spot,High Zonal,4,4,2,4,0,0,1,1,1,1,0,0,0,0.1429,1
corner,straight,central,Hybrid,11,1,10,2,0,1,1,1,1,0,1,0,0,0.1843,1
kick_off,long,near_post,Deep Zonal,3,2,5,3,1,0,0,1,1,0,1,0,0,0.0552,1
free_kick_wide,lofted,central,Deep Zonal,11,5,7,4,1,0,0,1,1,1,1,1,0,0.121,1
free_kick_central,inswinger,central,Man-to-Man,11,4,3,3,0,1,0,1,0,1,0,0,0,0.1759,1
corner,inswinger,central,High Zonal,11,2,3,2,0,1,0,1,0,0,0,0,1,0.1287,0
goal_kick,long,wide_channel,High Zonal,3,3,8,3,0,0,0,0,0,0,1,0,0,0.0946,1
corner,straight,near_post,Hybrid,11,5,6,0,0,0,0,0,0,0,0,0,0,0.036,1
free_kick_wide,driven,central,Man-to-Man,5,2,10,2,1,0,0,1,1,0,0,1,0,0.2037,0
goal_kick,inswinger,six_yard,High Zonal,5,2,10,3,0,1,0,1,0,0,1,1,0,0.1609,1
free_kick_central,inswinger,wide_channel,Man-to-Man,9,7,7,3,1,1,1,0,0,0,0,0,0,0.173,1
play_restart,long,far_post,Hybrid,6,4,8,1,0,0,0,0,1,0,1,0,0,0.0599,0
corner,lofted,penalty_spot,Hybrid,11,4,9,3,0,1,1,1,1,0,0,0,0,0.1616,1
throw_in,inswinger,near_post,Deep Zonal,7,1,6,1,1,0,0,0,1,1,0,1,0,0.0956,0
play_restart,driven,six_yard,Man-to-Man,4,1,9,2,0,1,0,0,1,1,1,0,0,0.2179,0
penalty,straight,penalty_spot,Hybrid,5,5,1,3,1,1,0,1,0,0,0,0,0,0.7416,1
throw_in,inswinger,far_post,Deep Zonal,9,3,2,0,0,0,0,0,1,1,0,0,0,0.0352,0
free_kick_wide,short,central,Hybrid,8,2,5,4,0,0,0,1,1,0,1,0,0,0.1429,1
goal_kick,outswinger,far_post,Hybrid,5,2,1,2,0,0,1,1,0,0,1,1,0,0.0847,1
kick_off,long,edge_box,Deep Zonal,4,6,5,0,0,0,1,0,0,0,0,0,1,0.0697,1
throw_in,outswinger,near_post,Hybrid,9,7,7,2,0,1,0,1,0,1,0,1,0,0.1275,1
play_restart,straight,far_post,High Zonal,5,2,4,1,0,0,0,1,1,1,0,0,0,0.085,0
throw_in,outswinger,near_post,Deep Zonal,3,2,10,4,0,1,1,0,0,1,0,0,0,0.1349,1
penalty,driven,edge_box,Deep Zonal,8,6,9,0,0,0,0,0,1,0,0,1,0,0.7472,1
free_kick_wide,lofted,central,High Zonal,10,4,9,0,1,1,0,0,0,1,0,0,0,0.1688,0
throw_in,straight,wide_channel,Man-to-Man,5,6,8,3,0,0,0,1,0,0,0,0,0,0.0895,1
kick_off,straight,far_post,Man-to-Man,9,6,7,0,0,0,0,0,1,0,0,0,1,0.0967,1
throw_in,lofted,far_post,Deep Zonal,7,6,7,0,1,0,0,0,0,0,1,0,1,0.107,1
corner,inswinger,central,Hybrid,11,2,2,1,0,0,1,1,1,0,1,0,1,0.1281,0
penalty,driven,far_post,High Zonal,8,4,10,4,0,0,0,0,1,1,1,0,0,0.7883,0
goal_kick,short,central,Hybrid,7,4,8,4,1,1,0,1,0,0,0,1,0,0.1143,1
play_restart,driven,central,Man-to-Man,5,7,3,3,0,1,0,1,0,0,0,0,0,0.1639,1
corner,outswinger,central,Hybrid,10,5,7,2,1,0,0,1,1,1,0,0,0,0.1324,1
corner,outswinger,central,High Zonal,3,6,5,3,0,0,1,0,0,0,0,0,0,0.1733,1
free_kick_wide,outswinger,six_yard,Hybrid,7,7,10,1,0,1,1,0,0,0,0,0,0,0.1542,1
corner,inswinger,central,High Zonal,5,5,6,4,1,0,0,1,0,0,1,1,0,0.195,1
play_restart,inswinger,six_yard,Man-to-Man,7,5,8,3,0,1,0,0,0,1,0,0,1,0.1911,1
free_kick_wide,lofted,six_yard,Hybrid,11,4,2,2,0,0,0,0,0,1,0,1,1,0.1196,1
free_kick_central,outswinger,edge_box,High Zonal,3,1,2,2,0,0,1,0,0,1,0,0,0,0.1124,1
corner,inswinger,near_post,High Zonal,3,6,10,3,1,0,1,0,1,0,0,1,0,0.1938,1
free_kick_central,outswinger,penalty_spot,High Zonal,10,3,7,2,1,1,0,0,1,0,0,1,0,0.2182,1
play_restart,straight,six_yard,High Zonal,9,1,7,3,0,1,0,1,1,0,0,1,1,0.1525,1
free_kick_central,short,central,High Zonal,6,3,5,2,1,1,1,0,0,1,0,0,0,0.1772,1
corner,inswinger,central,Hybrid,5,3,7,1,0,0,0,0,1,0,0,0,0,0.1339,0
corner,driven,central,High Zonal,8,3,5,3,1,0,1,0,1,0,1,0,1,0.2092,1
play_restart,driven,far_post,Hybrid,5,2,7,1,0,0,0,1,1,0,0,1,0,0.0799,1
play_restart,outswinger,near_post,High Zonal,8,7,7,0,1,0,1,1,0,0,0,0,0,0.0856,1
corner,driven,central,Man-to-Man,6,7,3,0,1,1,0,1,0,0,0,0,0,0.1404,0
throw_in,straight,penalty_spot,Deep Zonal,9,1,9,0,1,0,0,1,0,0,0,1,1,0.1185,1
corner,straight,far_post,Man-to-Man,8,4,10,2,1,1,1,1,0,0,0,0,0,0.1517,0
penalty,lofted,central,Hybrid,8,3,8,3,1,0,0,0,0,0,1,0,1,0.7367,0
corner,driven,wide_channel,High Zonal,3,6,1,1,0,0,1,1,0,0,0,0,0,0.127,0
goal_kick,straight,central,High Zonal,8,4,1,0,1,0,0,1,0,0,0,1,0,0.1331,1
play_restart,straight,near_post,High Zonal,9,5,9,3,0,0,0,1,1,0,0,0,0,0.1095,1
corner,outswinger,central,Hybrid,7,1,2,1,1,0,0,1,0,0,0,0,0,0.113,1
free_kick_central,short,central,Man-to-Man,8,5,10,3,0,1,1,1,0,0,1,0,0,0.2361,0
corner,long,far_post,Hybrid,8,4,4,1,0,1,1,0,1,0,0,0,0,0.1273,1
free_kick_wide,inswinger,near_post,Hybrid,5,7,2,3,0,0,1,0,1,0,0,0,1,0.1554,1
corner,lofted,six_yard,High Zonal,6,1,7,3,0,0,0,0,1,1,0,0,1,0.176,0
corner,long,six_yard,High Zonal,4,3,7,1,1,0,0,1,0,1,1,0,1,0.1721,1
play_restart,inswinger,central,High Zonal,9,6,7,3,1,0,0,0,1,1,0,0,1,0.1271,1
corner,driven,edge_box,High Zonal,4,2,8,4,0,0,1,1,0,1,0,0,0,0.1345,1
goal_kick,long,penalty_spot,Deep Zonal,10,2,6,4,0,0,1,1,1,0,1,0,0,0.0746,1
corner,outswinger,six_yard,High Zonal,8,3,4,1,0,0,0,1,1,0,1,0,0,0.1227,1
free_kick_central,short,central,Hybrid,7,4,5,1,0,1,1,1,1,0,1,0,0,0.1672,1
free_kick_central,driven,penalty_spot,Deep Zonal,7,1,7,1,1,0,0,1,1,0,0,0,0,0.176,0
play_restart,lofted,near_post,Man-to-Man,4,5,8,0,0,1,0,0,0,0,0,1,1,0.1487,1
corner,outswinger,near_post,Hybrid,8,6,5,4,0,0,1,0,1,1,0,0,1,0.1086,1
corner,long,six_yard,High Zonal,6,3,1,4,1,0,0,1,1,1,0,0,1,0.1826,1
goal_kick,driven,central,Deep Zonal,10,2,5,4,1,0,0,1,0,0,0,0,0,0.0964,1
throw_in,lofted,far_post,Man-to-Man,10,3,6,0,1,0,0,0,0,0,1,0,0,0.0549,0
throw_in,inswinger,central,Hybrid,11,5,8,4,0,1,0,0,0,1,0,1,0,0.1379,1
corner,short,six_yard,Hybrid,11,4,9,4,1,0,0,1,1,1,1,0,0,0.1947,0
corner,driven,far_post,High Zonal,9,5,8,0,0,0,0,0,0,1,0,0,1,0.1245,0
goal_kick,inswinger,near_post,Deep Zonal,5,6,3,0,0,0,0,0,1,0,0,1,0,0.088,1
throw_in,straight,penalty_spot,Hybrid,5,7,1,1,0,1,0,1,1,0,0,1,0,0.1227,1
throw_in,short,central,Man-to-Man,11,4,3,2,0,0,0,1,1,1,0,0,0,0.079,0
corner,short,central,High Zonal,11,6,2,1,1,1,0,1,0,1,1,0,1,0.1473,0
corner,long,edge_box,Deep Zonal,5,4,7,3,1,0,0,0,0,1,1,0,1,0.1219,1
play_restart,inswinger,wide_channel,Hybrid,8,1,3,3,0,0,0,1,0,1,0,1,0,0.0414,1
throw_in,driven,edge_box,High Zonal,11,5,2,2,0,1,0,0,0,1,0,0,0,0.0723,1
corner,outswinger,near_post,Deep Zonal,10,7,6,1,0,0,1,1,0,0,0,1,0,0.1443,1
play_restart,driven,central,Hybrid,11,3,5,2,1,0,1,1,0,1,0,1,0,0.1281,1
throw_in,straight,edge_box,Man-to-Man,6,4,8,0,0,0,1,1,0,0,1,0,0,0.1248,1
free_kick_wide,inswinger,central,High Zonal,7,6,10,0,0,0,1,1,0,1,1,0,0,0.1869,1
free_kick_wide,lofted,edge_box,Deep Zonal,8,6,1,3,1,1,0,1,0,1,1,0,0,0.1336,0
throw_in,driven,far_post,Hybrid,11,1,1,0,0,0,0,0,1,0,0,0,0,0.0446,1
free_kick_wide,outswinger,six_yard,Deep Zonal,11,1,9,4,0,0,1,0,1,0,1,0,1,0.1109,1
penalty,outswinger,central,Man-to-Man,7,4,10,2,1,0,0,1,1,1,1,1,1,0.749,0
throw_in,short,wide_channel,Deep Zonal,10,1,4,2,0,1,1,1,0,1,0,1,1,0.0828,0
corner,lofted,far_post,High Zonal,6,7,2,4,0,1,0,0,0,0,0,0,0,0.128,1
play_restart,outswinger,edge_box,Deep Zonal,8,5,3,1,0,0,0,0,1,0,1,0,0,0.0299,1
free_kick_wide,lofted,central,Man-to-Man,10,5,5,2,0,0,0,1,1,0,0,0,1,0.1458,1
free_kick_wide,outswinger,penalty_spot,Hybrid,10,5,1,2,1,0,0,1,0,0,0,0,0,0.1376,1
throw_in,long,central,High Zonal,3,4,2,2,1,1,0,0,0,0,0,1,0,0.0978,1
throw_in,straight,near_post,Hybrid,3,1,1,4,0,0,0,1,1,0,1,0,0,0.0816,1
free_kick_central,inswinger,far_post,High Zonal,4,6,8,4,0,1,0,0,0,0,0,0,0,0.1969,1
throw_in,lofted,near_post,Man-to-Man,3,4,5,2,0,0,0,1,0,1,0,0,1,0.1277,1
kick_off,inswinger,wide_channel,Deep Zonal,4,3,10,1,1,0,0,0,0,0,1,0,0,0.0917,1
goal_kick,lofted,six_yard,Deep Zonal,11,4,5,1,0,1,0,1,0,0,0,0,1,0.0754,1
goal_kick,inswinger,edge_box,Hybrid,8,4,4,1,0,0,1,0,0,0,0,1,0,0.1017,0
corner,outswinger,far_post,Man-to-Man,3,7,4,2,0,0,0,1,0,0,0,0,1,0.0838,1
free_kick_wide,lofted,central,Hybrid,9,2,10,0,1,1,0,0,0,0,0,0,0,0.1192,1
penalty,long,central,High Zonal,11,2,2,1,1,1,0,1,0,1,0,0,0,0.8213,1
corner,inswinger,central,Deep Zonal,10,1,8,3,0,0,1,0,0,0,1,0,0,0.1081,1
goal_kick,short,penalty_spot,High Zonal,10,5,9,3,0,0,0,1,0,0,0,1,0,0.0729,1
free_kick_wide,inswinger,six_yard,Deep Zonal,11,1,10,0,1,0,0,1,0,0,1,0,0,0.1545,0
corner,driven,central,Deep Zonal,9,6,1,4,0,0,0,1,0,0,0,1,0,0.0818,1
corner,inswinger,near_post,Hybrid,10,6,7,0,0,0,1,0,0,1,0,0,0,0.1354,1
corner,short,near_post,High Zonal,10,5,9,0,0,0,0,0,0,1,0,1,0,0.0517,0
free_kick_wide,inswinger,far_post,Man-to-Man,9,4,7,0,0,1,1,1,1,1,1,1,0,0.1474,0
throw_in,long,near_post,Hybrid,4,3,9,0,0,0,0,0,0,1,0,0,1,0.1262,1
throw_in,lofted,far_post,High Zonal,11,7,10,0,1,0,1,0,0,1,0,0,1,0.169,0
corner,driven,near_post,Deep Zonal,3,6,9,4,0,0,0,1,1,1,0,1,0,0.169,1
corner,straight,near_post,Deep Zonal,5,2,8,2,0,0,0,0,0,1,1,0,1,0.109,0
goal_kick,outswinger,edge_box,High Zonal,9,2,2,0,0,1,0,1,0,1,1,0,0,0.0337,0
corner,inswinger,wide_channel,Deep Zonal,9,2,9,0,1,0,0,1,0,0,0,0,0,0.0715,0
free_kick_central,driven,central,Deep Zonal,10,4,7,1,0,0,0,1,0,0,0,1,1,0.1334,0
free_kick_central,inswinger,central,Deep Zonal,3,5,3,2,0,0,0,0,0,0,1,0,0,0.137,1
penalty,short,central,High Zonal,10,2,7,2,0,0,0,1,0,0,0,0,0,0.7963,1
kick_off,straight,edge_box,Man-to-Man,4,1,2,2,0,0,0,0,0,0,0,0,1,0.0646,0
throw_in,lofted,far_post,Deep Zonal,8,3,9,1,0,0,0,1,1,0,0,0,0,0.0728,1
play_restart,short,penalty_spot,Man-to-Man,5,4,7,0,0,0,1,0,0,0,0,1,0,0.1623,1
kick_off,short,penalty_spot,Deep Zonal,8,5,7,2,0,0,0,1,0,0,1,1,0,0.0717,1
corner,lofted,wide_channel,Man-to-Man,3,1,3,0,1,0,1,1,1,0,1,0,0,0.1166,1
corner,lofted,near_post,Man-to-Man,3,5,2,4,0,0,0,1,1,0,0,0,0,0.1353,1
free_kick_wide,short,near_post,Deep Zonal,11,2,5,1,1,0,1,1,1,0,1,0,0,0.0834,1
free_kick_wide,driven,far_post,Hybrid,7,3,4,3,0,0,0,1,1,0,0,1,0,0.0835,1
penalty,short,far_post,Man-to-Man,7,4,9,3,0,0,0,1,0,0,0,0,0,0.8015,1
corner,straight,near_post,Man-to-Man,6,1,10,0,1,0,0,1,0,0,0,1,0,0.1566,0
corner,inswinger,six_yard,Man-to-Man,11,4,7,3,1,0,0,1,0,0,0,0,0,0.1557,1
free_kick_wide,long,edge_box,Hybrid,10,1,8,3,1,0,1,1,0,0,0,0,0,0.1179,1
throw_in,long,wide_channel,Hybrid,7,2,10,0,0,1,1,1,0,0,0,1,0,0.0833,1
throw_in,inswinger,wide_channel,Man-to-Man,4,4,8,2,0,0,0,1,1,0,0,0,0,0.1565,1
play_restart,outswinger,far_post,High Zonal,9,2,4,0,0,0,0,0,0,0,0,0,0,0.0459,1
corner,long,six_yard,High Zonal,4,4,3,2,0,1,0,1,0,0,0,0,1,0.1556,1
free_kick_wide,inswinger,edge_box,Deep Zonal,5,2,3,0,0,1,0,1,1,0,0,1,1,0.1369,1
play_restart,long,central,Man-to-Man,8,4,4,1,1,0,0,1,0,0,0,0,0,0.152,1
throw_in,long,edge_box,Deep Zonal,11,1,3,4,0,0,0,1,0,1,0,0,0,0.0138,0
throw_in,straight,wide_channel,Hybrid,4,2,7,4,0,0,1,1,1,0,0,0,0,0.1142,1
free_kick_central,outswinger,edge_box,Deep Zonal,3,7,10,4,0,0,0,1,0,1,0,1,0,0.1764,1
corner,straight,edge_box,Man-to-Man,6,3,3,4,1,0,0,1,1,1,0,0,0,0.0879,1
kick_off,straight,central,Man-to-Man,9,5,5,2,0,0,0,0,0,0,1,0,1,0.0972,0
throw_in,short,six_yard,Deep Zonal,8,1,10,4,0,1,0,1,0,0,1,0,1,0.1085,1
penalty,long,far_post,Man-to-Man,11,1,10,4,0,0,0,1,1,0,0,0,0,0.8006,0
free_kick_central,driven,penalty_spot,Man-to-Man,4,6,1,1,0,0,0,1,1,0,0,0,0,0.1749,1
free_kick_wide,inswinger,edge_box,Deep Zonal,10,3,4,0,0,1,0,0,0,0,1,0,0,0.0638,0
corner,long,far_post,Hybrid,9,3,4,1,0,0,0,0,1,0,1,0,0,0.0507,0
goal_kick,outswinger,near_post,Man-to-Man,10,2,3,3,1,1,0,1,0,0,0,0,0,0.1059,0
free_kick_central,driven,edge_box,Hybrid,11,2,10,0,0,0,0,1,1,1,0,0,0,0.134,0
corner,inswinger,central,Man-to-Man,5,2,8,3,1,0,0,0,1,0,0,1,0,0.1826,1
free_kick_wide,short,central,Hybrid,5,6,1,1,0,0,0,0,0,0,0,0,0,0.1141,0
play_restart,short,near_post,Man-to-Man,7,7,7,2,1,1,0,0,0,0,0,1,0,0.0865,0
free_kick_wide,outswinger,penalty_spot,Man-to-Man,6,1,6,1,0,1,0,1,0,0,0,0,0,0.1149,0
free_kick_wide,lofted,near_post,Hybrid,4,1,6,3,1,1,1,0,1,0,1,0,0,0.1795,1
throw_in,inswinger,central,Deep Zonal,5,5,8,1,0,0,0,0,1,1,0,0,0,0.1212,1
goal_kick,inswinger,six_yard,Hybrid,6,7,5,2,1,0,1,0,0,1,1,0,1,0.1701,1
throw_in,short,far_post,Man-to-Man,9,3,8,3,0,0,1,1,0,0,0,0,1,0.0929,1
goal_kick,short,six_yard,Man-to-Man,3,6,5,4,0,0,0,1,0,0,0,0,1,0.1669,1
corner,outswinger,far_post,High Zonal,9,1,10,2,1,0,0,1,0,0,0,1,0,0.1176,1
play_restart,outswinger,near_post,High Zonal,10,6,9,0,0,0,0,1,1,0,1,1,1,0.1408,1
kick_off,inswinger,edge_box,Man-to-Man,4,7,1,2,0,1,0,1,0,0,0,1,0,0.1126,1
free_kick_central,driven,central,Hybrid,11,4,2,0,0,0,0,0,1,0,0,1,0,0.1368,1
throw_in,short,wide_channel,Man-to-Man,9,5,4,3,0,0,0,0,1,0,1,0,0,0.0394,1
corner,outswinger,central,Deep Zonal,9,2,1,1,0,0,0,1,0,1,0,0,1,0.0969,1
free_kick_central,straight,six_yard,Hybrid,9,6,1,3,0,0,0,0,1,1,1,0,0,0.1386,1
corner,lofted,far_post,Man-to-Man,10,6,1,0,0,0,0,0,0,0,0,0,1,0.0617,1
corner,driven,six_yard,Man-to-Man,6,6,9,2,1,1,1,1,1,0,0,1,0,0.2267,1
play_restart,inswinger,central,Hybrid,7,6,5,0,0,0,0,0,0,0,0,0,0,0.1001,1
corner,long,penalty_spot,Hybrid,8,1,8,2,1,0,0,0,1,1,0,1,0,0.1619,0
throw_in,inswinger,near_post,Deep Zonal,4,4,9,0,1,0,1,1,0,0,0,0,0,0.1088,1
free_kick_wide,outswinger,six_yard,High Zonal,3,4,2,2,0,0,1,1,0,1,0,0,1,0.1437,1
free_kick_wide,driven,central,Deep Zonal,9,1,7,2,1,0,0,1,0,0,0,0,0,0.131,1
free_kick_wide,driven,far_post,High Zonal,5,6,7,0,1,0,1,0,1,1,0,0,0,0.1736,0
free_kick_wide,inswinger,edge_box,High Zonal,5,2,10,3,0,0,1,0,0,0,0,1,1,0.1714,1
throw_in,driven,far_post,Man-to-Man,3,3,9,4,1,0,0,0,1,0,1,1,1,0.1236,1
play_restart,long,edge_box,Hybrid,7,1,7,2,0,0,0,0,1,0,0,0,0,0.0464,1
free_kick_wide,driven,edge_box,Man-to-Man,8,6,7,2,0,0,0,0,0,0,0,0,0,0.1391,1
play_restart,driven,near_post,Deep Zonal,11,2,6,1,1,0,1,1,0,0,0,0,0,0.044,0
throw_in,short,edge_box,High Zonal,7,4,6,1,0,0,0,1,0,0,0,0,1,0.0798,1
throw_in,lofted,far_post,Hybrid,6,4,6,0,0,0,1,1,0,1,1,0,0,0.105,1
corner,outswinger,penalty_spot,Man-to-Man,10,1,9,2,0,0,0,1,1,0,0,1,0,0.1653,0
corner,short,central,High Zonal,5,6,9,2,0,0,0,1,1,0,0,0,0,0.1751,1
goal_kick,outswinger,far_post,Deep Zonal,3,1,3,0,0,1,0,1,0,1,0,0,1,0.0718,0
penalty,driven,six_yard,High Zonal,3,5,1,1,0,0,0,0,0,0,0,0,0,0.7353,0
free_kick_wide,inswinger,wide_channel,Deep Zonal,10,2,3,2,0,0,0,0,1,0,0,0,1,0.0597,1
goal_kick,straight,wide_channel,High Zonal,9,5,5,1,0,0,0,0,0,1,0,0,1,0.0583,1
free_kick_wide,driven,edge_box,High Zonal,4,2,3,2,0,1,0,0,0,0,0,0,0,0.1163,1
goal_kick,outswinger,near_post,Hybrid,4,6,5,2,1,0,0,0,0,0,0,0,1,0.1216,1
free_kick_wide,outswinger,far_post,High Zonal,10,4,5,4,1,0,0,1,1,1,1,0,0,0.1056,1
play_restart,outswinger,central,High Zonal,8,5,10,0,1,0,0,1,0,1,1,1,0,0.1636,0
corner,long,edge_box,High Zonal,7,7,5,0,0,1,0,1,0,0,1,0,0,0.1257,0
corner,outswinger,near_post,Hybrid,6,4,2,1,0,1,0,1,0,0,0,1,0,0.1054,0
throw_in,straight,wide_channel,Hybrid,6,6,5,4,0,1,0,1,1,0,0,1,0,0.1118,1
corner,short,central,Man-to-Man,10,6,1,4,1,0,1,1,1,1,0,0,1,0.1581,1
play_restart,lofted,near_post,Hybrid,4,3,1,3,0,0,0,0,1,1,1,0,0,0.0568,1
throw_in,driven,six_yard,Hybrid,11,3,7,3,0,0,0,0,1,1,0,0,0,0.116,1
corner,inswinger,central,Deep Zonal,5,5,3,3,0,0,0,0,0,0,0,1,1,0.1149,1
corner,driven,near_post,Deep Zonal,5,7,7,4,1,0,1,0,0,0,1,1,0,0.1769,1
play_restart,driven,penalty_spot,High Zonal,6,1,1,4,0,1,0,0,1,0,0,0,0,0.1191,1
throw_in,long,wide_channel,Man-to-Man,10,1,4,3,0,0,0,0,0,0,0,1,0,0.0053,1
kick_off,short,central,Hybrid,3,2,6,1,0,0,1,0,0,0,0,1,0,0.1142,1
corner,inswinger,far_post,High Zonal,4,5,6,0,1,0,0,0,0,0,0,1,0,0.1193,1
play_restart,long,central,Man-to-Man,6,3,6,0,0,0,0,1,0,1,0,1,0,0.1372,1
